recency	history_segment	history	mens	womens	zip_code	newbie	channel_phone	channel_web	segment_mens	segment_womens	visit	conversion	spend	history_norm
1	150	106.27	0	1	2	0	0	1	0	1	0	0	0.0	4.729372363471937
11	275	215.46	0	1	3	0	0	1	0	1	0	0	0.0	5.456938159694382
10	150	108.12	1	0	3	0	0	1	0	1	0	0	0.0	4.747102989725929
8	50	98.56	1	0	2	1	0	1	0	1	0	0	0.0	4.6520159849748435
6	150	129.14	1	0	2	0	0	1	0	1	0	0	0.0	4.929718937963138
2	425	493.17	0	1	2	0	0	1	0	1	0	0	0.0	6.31313898836342
2	50	66.6	1	0	3	1	1	0	0	1	0	0	0.0	4.249986995526312
12	150	129.73	1	0	2	0	0	1	0	1	0	0	0.0	4.934406960959314
4	50	54.41	0	1	3	1	1	0	0	1	0	0	0.0	4.042992895385571
2	275	287.04	1	1	3	1	1	0	0	1	0	0	0.0	5.753062896254851
4	50	29.99	0	1	3	1	0	1	0	1	0	0	0.0	3.434456884946614
5	50	84.17	1	0	3	1	0	1	0	1	0	0	0.0	4.490025667483492
3	1000	1167.93	1	1	1	1	0	1	0	1	0	0	0.0	7.208910222915149
1	150	102.94	1	0	3	0	0	1	0	1	0	0	0.0	4.696669706287757
12	275	253.06	0	1	2	0	1	0	0	1	0	0	0.0	5.62293208032029
11	50	52.08	0	1	3	0	0	1	0	1	0	0	0.0	3.9982104084347405
9	150	123.39	1	0	3	0	1	0	0	1	0	0	0.0	4.882882286157339
10	50	77.37	1	0	2	0	1	0	0	1	0	0	0.0	4.403624399261556
3	50	80.18	0	1	3	0	1	0	0	1	0	0	0.0	4.440209787937016
11	150	131.76	0	1	2	1	0	1	0	1	1	0	0.0	4.950376542675325
3	50	29.99	0	1	3	0	0	1	0	1	0	0	0.0	3.434456884946614
7	50	59.96	1	0	3	1	0	1	0	1	0	0	0.0	4.142416722269554
7	50	78.49	0	1	1	0	0	1	0	1	0	0	0.0	4.418362374861363
7	275	206.8	1	0	2	0	1	0	0	1	0	0	0.0	5.414628127561158
10	275	313.67	1	0	1	1	1	0	0	1	1	0	0.0	5.844751861620667
7	50	29.99	1	0	2	1	0	1	0	1	0	0	0.0	3.434456884946614
3	50	57.33	0	1	2	0	0	1	0	1	1	0	0.0	4.096496768986942
7	50	29.99	1	0	2	1	0	1	0	1	0	0	0.0	3.434456884946614
1	625	747.31	0	1	1	1	0	1	0	1	0	0	0.0	6.744424796786525
6	150	136.63	1	0	3	1	0	1	0	1	0	0	0.0	4.987711796289288
10	50	29.99	1	0	1	1	0	1	0	1	0	0	0.0	3.434456884946614
11	50	54.11	1	0	3	1	0	1	0	1	0	0	0.0	4.037335034184894
5	425	399.46	1	0	2	0	0	1	0	1	0	0	0.0	6.094853484346465
10	150	153.58	1	0	2	0	1	0	0	1	0	0	0.0	5.1080636369894465
2	50	29.99	1	0	3	1	0	1	0	1	0	0	0.0	3.434456884946614
2	625	576.02	0	1	2	1	0	1	0	1	0	0	0.0	6.474157235979881
7	875	968.65	1	1	2	1	0	1	0	1	0	0	0.0	7.0141472456194
9	275	311.81	1	0	3	0	1	1	0	1	1	0	0.0	5.838603908481238
12	50	80.56	1	0	3	0	0	1	0	1	0	0	0.0	4.4450591518483815
1	875	895.43	0	1	2	1	0	1	0	1	0	0	0.0	6.932384883872067
4	425	413.46	0	1	1	0	1	0	0	1	0	0	0.0	6.130515796883719
10	150	170.32	1	0	3	1	1	0	0	1	0	0	0.0	5.214602652255947
11	275	223.39	1	0	1	1	1	0	0	1	0	0	0.0	5.494224140298435
3	50	29.99	0	1	2	0	0	1	0	1	1	0	0.0	3.434456884946614
1	50	29.99	1	0	1	1	1	0	0	1	0	0	0.0	3.434456884946614
4	425	370.86	0	1	2	0	1	1	0	1	0	0	0.0	6.017967956438274
8	150	138.62	0	1	3	1	0	1	0	1	0	0	0.0	5.002588466062344
10	50	88.37	0	1	3	0	1	0	0	1	1	1	29.99	4.539988430606386
1	50	60.71	0	1	1	1	1	0	0	1	0	0	0.0	4.155145104283319
2	150	112.13	1	0	3	1	0	1	0	1	0	0	0.0	4.784521785404794
5	425	439.26	1	0	2	0	1	1	0	1	0	0	0.0	6.193199001157161
8	50	64.16	0	1	2	0	0	1	0	1	0	0	0.0	4.21175104700971
2	625	591.95	0	1	3	1	1	1	0	1	0	0	0.0	6.502458495082443
10	150	132.46	1	0	3	0	1	0	0	1	0	0	0.0	4.955826628340469
4	275	225.89	1	1	1	1	0	1	0	1	0	0	0.0	5.505706412913689
10	50	47.47	0	1	2	0	1	0	0	1	0	0	0.0	3.903414149388294
1	275	215.08	0	1	2	0	0	1	0	1	1	0	0.0	5.455117352734278
9	275	201.75	1	1	2	0	1	0	0	1	0	0	0.0	5.389134572686855
5	150	159.41	0	1	2	1	1	0	0	1	1	0	0.0	5.1464239733961215
4	50	87.2	0	1	2	1	1	0	0	1	1	0	0.0	4.526311537589245
9	275	318.52	0	1	3	0	0	1	0	1	0	0	0.0	5.860613902703685
1	150	109.26	0	1	2	1	0	1	0	1	1	0	0.0	4.7578793006042845
9	150	135.02	1	0	2	1	0	1	0	1	0	0	0.0	4.975517389350478
3	50	55.34	1	0	2	1	1	0	0	1	0	0	0.0	4.060337192134884
4	275	297.8	1	1	3	0	1	0	0	1	1	1	264.66	5.791089292894087
4	150	146.49	0	1	2	0	1	0	0	1	0	0	0.0	5.059412538022287
4	275	249.61	0	1	3	1	1	0	0	1	0	0	0.0	5.6087602871491224
6	425	464.17	0	1	2	0	1	1	0	1	0	0	0.0	6.250338923905
6	50	29.99	1	0	2	1	0	1	0	1	0	0	0.0	3.434456884946614
2	425	435.33	0	1	2	0	0	1	0	1	0	0	0.0	6.183890903877997
5	150	180.28	0	1	2	0	1	0	0	1	0	0	0.0	5.2731547159922405
2	425	350.48	1	0	3	1	0	1	0	1	0	0	0.0	5.959493539002614
6	150	164.51	1	0	2	0	1	0	0	1	1	0	0.0	5.178854091961553
11	50	29.99	0	1	2	0	0	1	0	1	0	0	0.0	3.434456884946614
2	425	407.64	0	1	3	1	0	1	0	1	0	0	0.0	6.115838504676691
1	150	143.0	0	1	3	0	1	0	0	1	0	0	0.0	5.034597690318932
3	150	190.66	0	1	2	1	0	1	0	1	0	0	0.0	5.330848146445807
10	275	335.77	0	1	1	0	1	1	0	1	0	0	0.0	5.91514713337268
12	50	75.26	1	0	3	1	1	0	0	1	0	0	0.0	4.375273648383857
10	275	327.18	0	1	3	0	1	0	0	1	0	0	0.0	5.888348535836702
7	625	688.51	1	1	1	1	1	1	0	1	0	0	0.0	6.659304988678098
2	150	196.93	0	1	1	1	0	1	0	1	0	0	0.0	5.364203292437312
12	150	177.66	1	0	2	0	1	0	0	1	1	0	0.0	5.258070262004841
9	50	29.99	0	1	2	0	1	0	0	1	0	0	0.0	3.434456884946614
5	150	173.65	1	0	3	0	0	1	0	1	0	0	0.0	5.2345492204867
10	50	29.99	1	0	3	0	0	1	0	1	0	0	0.0	3.434456884946614
4	50	63.22	1	0	2	0	0	1	0	1	0	0	0.0	4.196633693763159
11	50	91.23	1	0	3	0	0	1	0	1	0	0	0.0	4.572677194671834
2	625	571.53	1	0	1	1	1	1	0	1	0	0	0.0	6.466039635284501
1	150	169.31	0	1	1	1	0	1	0	1	0	0	0.0	5.208476104233152
7	425	424.6	0	1	2	1	1	0	0	1	0	0	0.0	6.158045306613202
2	425	373.14	0	1	3	0	1	1	0	1	1	0	0.0	6.024309981058231
2	50	38.34	1	0	3	0	0	1	0	1	0	0	0.0	3.68513272337055
5	625	545.73	1	0	2	1	1	1	0	1	0	0	0.0	6.4181296848346925
9	50	29.99	1	0	3	0	0	1	0	1	0	0	0.0	3.434456884946614
4	50	29.99	1	0	3	0	1	0	0	1	0	0	0.0	3.434456884946614
2	875	936.63	1	0	3	1	1	0	0	1	0	0	0.0	6.979174918853843
1	425	422.81	0	1	3	0	1	0	0	1	1	0	0.0	6.153670579848542
12	50	29.99	0	1	2	0	1	0	0	1	0	0	0.0	3.434456884946614
11	150	164.9	0	1	2	0	1	0	0	1	0	0	0.0	5.181292748824024
11	275	265.39	0	1	2	0	1	1	0	1	0	0	0.0	5.672056425707433
4	275	300.58	0	1	2	1	0	1	0	1	0	0	0.0	5.800691909142674
10	425	357.28	0	1	2	0	0	1	0	1	0	0	0.0	5.979371674897839
9	50	48.93	1	0	1	1	1	0	0	1	0	0	0.0	3.934392026105849
2	150	189.67	1	0	1	1	0	1	0	1	0	0	0.0	5.3254820496809705
5	625	544.43	0	1	3	1	0	1	0	1	0	0	0.0	6.415656392275813
8	50	60.69	1	0	3	1	1	0	0	1	0	0	0.0	4.154807714338053
3	1000	1570.59	1	1	3	1	0	1	0	1	0	0	0.0	7.517716006708104
3	275	263.07	0	1	2	0	0	1	0	1	0	0	0.0	5.662988959481758
5	625	568.26	0	1	2	1	1	1	0	1	0	0	0.0	6.460087704810961
2	150	190.4	0	1	1	1	0	1	0	1	1	0	0.0	5.3294415556411785
10	150	158.55	0	1	2	0	1	0	0	1	0	0	0.0	5.140853898791796
9	150	157.76	1	0	3	0	1	0	0	1	0	0	0.0	5.1357106678729565
2	875	762.0	1	0	2	1	0	1	0	1	0	0	0.0	6.764650074664567
5	50	29.99	1	0	2	0	1	0	0	1	0	0	0.0	3.434456884946614
2	275	235.19	1	0	3	1	1	1	0	1	0	0	0.0	5.547338724462451
3	50	80.51	1	0	2	1	0	1	0	1	0	0	0.0	4.444422378554136
2	275	224.69	1	1	3	0	0	1	0	1	0	0	0.0	5.500210775361693
4	625	553.42	1	0	1	1	0	1	0	1	1	0	0.0	6.432641413901727
1	275	219.3	0	1	2	0	1	0	0	1	0	0	0.0	5.475160786872538
8	50	29.99	0	1	3	1	1	0	0	1	0	0	0.0	3.434456884946614
7	875	770.87	1	1	3	1	1	0	0	1	0	0	0.0	6.776675473160204
7	50	63.95	1	0	3	1	1	0	0	1	0	0	0.0	4.208392957188137
3	275	211.88	1	1	2	0	0	1	0	1	0	0	0.0	5.439656137512922
11	150	189.23	1	0	2	0	0	1	0	1	0	0	0.0	5.323088173190016
10	150	149.31	0	1	1	1	1	0	0	1	0	0	0.0	5.0790378658454625
3	275	297.33	0	1	3	0	1	0	0	1	0	0	0.0	5.789457025881983
6	275	265.61	0	1	2	1	1	1	0	1	1	1	42.66	5.6729121769100095
4	150	184.47	1	0	1	0	1	0	0	1	0	0	0.0	5.2968311201816345
8	50	69.67	1	0	1	1	0	1	0	1	0	0	0.0	4.296163536547959
1	1000	1873.15	0	1	3	1	1	0	0	1	0	0	0.0	7.701622769161976
1	150	101.99	0	1	2	0	0	1	0	1	1	1	29.99	4.687147135106726
4	50	29.99	0	1	2	1	0	1	0	1	0	0	0.0	3.434456884946614
9	50	69.9	1	0	2	1	0	1	0	1	0	0	0.0	4.299541123520106
10	50	29.99	0	1	3	0	0	1	0	1	0	0	0.0	3.434456884946614
8	50	34.8	0	1	2	1	1	0	0	1	0	0	0.0	3.586223755074664
8	275	244.94	1	0	2	0	1	0	0	1	0	0	0.0	5.589263611289118
1	425	452.72	0	1	1	0	0	1	0	1	0	0	0.0	6.224462814143365
9	50	64.09	1	0	2	0	1	0	0	1	0	0	0.0	4.210632899487761
4	150	162.56	0	1	3	1	1	0	0	1	0	0	0.0	5.166573938297396
11	150	143.65	0	1	3	1	1	0	0	1	0	0	0.0	5.039264674544779
5	150	103.44	0	1	1	1	0	1	0	1	1	0	0.0	4.701646549832131
3	50	80.65	0	1	2	1	0	1	0	1	1	0	0.0	4.446204354211145
6	625	528.03	1	1	3	1	1	1	0	1	0	0	0.0	6.383940461696804
10	50	29.99	1	0	2	0	0	1	0	1	0	0	0.0	3.434456884946614
10	625	507.15	0	1	1	1	0	1	0	1	0	0	0.0	6.342112616005754
1	625	567.13	0	1	1	1	1	0	0	1	0	0	0.0	6.458023001830802
6	150	179.51	0	1	3	0	1	0	0	1	0	0	0.0	5.268744233907309
8	50	29.99	1	0	2	0	1	0	0	1	0	0	0.0	3.434456884946614
1	1000	1515.82	1	1	2	1	1	1	0	1	1	1	499.0	7.480685061934941
10	275	317.16	1	0	3	0	0	1	0	1	0	0	0.0	5.856190348813407
10	625	599.06	0	1	3	1	0	1	0	1	0	0	0.0	6.514846553292248
10	50	29.99	1	0	3	0	0	1	0	1	0	0	0.0	3.434456884946614
11	50	29.99	1	0	2	1	1	0	0	1	0	0	0.0	3.434456884946614
5	50	47.98	0	1	3	0	0	1	0	1	0	0	0.0	3.914341538844739
11	625	504.86	1	0	1	1	1	1	0	1	0	0	0.0	6.337421381369078
1	875	904.58	0	1	2	1	1	0	0	1	1	0	0.0	6.942958630585423
11	275	312.41	1	0	3	1	0	1	0	1	0	0	0.0	5.840591093994349
7	275	251.05	1	0	2	0	1	1	0	1	1	0	0.0	5.614699004542847
1	50	30.01	0	1	3	1	0	1	0	1	0	0	0.0	3.4351367665050696
12	50	49.27	1	0	3	1	1	0	0	1	0	0	0.0	3.941474066828273
9	50	40.16	1	0	3	1	1	0	0	1	0	0	0.0	3.7325031152334733
1	625	745.63	1	1	3	1	1	1	0	1	0	0	0.0	6.742086620065067
6	50	29.99	0	1	2	0	0	1	0	1	0	0	0.0	3.434456884946614
8	875	772.55	1	0	2	1	0	1	0	1	0	0	0.0	6.77893761011771
7	150	115.07	0	1	2	0	1	0	0	1	0	0	0.0	4.811120133935435
3	275	248.26	0	1	2	1	1	1	0	1	0	0	0.0	5.60316172202366
1	625	585.14	1	0	2	1	1	1	0	1	0	0	0.0	6.490453645851369
11	275	297.25	0	1	3	1	1	0	0	1	0	0	0.0	5.789178937737028
5	150	150.06	1	0	1	1	0	1	0	1	0	0	0.0	5.084195337997791
2	625	531.69	0	1	3	1	1	0	0	1	0	0	0.0	6.39110260267604
6	1000	1292.1	1	0	2	1	0	1	0	1	0	0	0.0	7.314180135721727
11	275	272.89	1	0	2	1	0	1	0	1	0	0	0.0	5.700839312213967
4	275	302.86	0	1	2	1	1	0	0	1	0	0	0.0	5.808501758467442
10	150	189.02	0	1	1	1	1	0	0	1	0	0	0.0	5.321943689589371
4	50	85.64	1	0	2	1	0	1	0	1	0	0	0.0	4.507789094115555
5	150	168.93	1	0	3	1	0	1	0	1	0	0	0.0	5.206161654367975
6	1000	1462.5	1	0	3	1	1	0	0	1	0	0	0.0	7.4433337459679745
11	275	322.87	0	1	1	0	1	0	0	1	0	0	0.0	5.874637724722888
1	875	806.91	1	1	2	1	1	1	0	1	1	0	0.0	6.824161079173474
6	425	447.01	0	1	3	1	0	1	0	1	0	0	0.0	6.211314481357336
9	150	174.11	1	0	2	0	1	0	0	1	1	0	0.0	5.237274662766915
1	425	352.99	1	0	3	0	0	1	0	1	0	0	0.0	5.9668752024043155
3	50	54.79	1	0	2	0	1	0	0	1	0	0	0.0	4.0501151595032665
5	50	54.14	0	1	2	1	0	1	0	1	0	0	0.0	4.037902221931449
3	150	104.0	0	1	3	0	1	0	0	1	0	0	0.0	4.707192298181943
7	50	29.99	1	0	2	0	1	0	0	1	0	0	0.0	3.434456884946614
1	625	539.96	0	1	2	1	0	1	0	1	0	0	0.0	6.407107037599633
9	625	646.2	1	0	3	1	1	0	0	1	0	0	0.0	6.59345892481839
1	625	585.22	1	0	3	1	1	0	0	1	0	0	0.0	6.490595476670479
7	50	78.57	1	0	3	1	0	1	0	1	0	0	0.0	4.41940707277035
1	625	735.63	1	0	1	1	1	0	0	1	0	0	0.0	6.728059588203548
9	150	162.44	1	0	3	0	0	1	0	1	0	0	0.0	5.165813460058279
10	50	29.99	1	0	3	0	0	1	0	1	0	0	0.0	3.434456884946614
9	150	179.43	0	1	3	0	0	1	0	1	0	0	0.0	5.268284923828164
1	50	61.08	0	1	1	0	0	1	0	1	1	1	70.85	4.161366964930676
9	150	127.38	1	0	2	0	0	1	0	1	1	0	0.0	4.915606760265758
11	275	262.78	1	0	3	1	1	0	0	1	0	0	0.0	5.66184994021495
11	50	92.28	0	1	2	1	0	1	0	1	0	0	0.0	4.58442321218966
1	150	163.58	0	1	3	0	0	1	0	1	1	0	0.0	5.173015559332331
11	150	184.17	1	0	2	0	1	0	0	1	0	0	0.0	5.295153770678531
7	150	151.91	0	1	2	1	0	1	0	1	0	0	0.0	5.096808326335296
1	150	148.57	0	1	3	0	0	1	0	1	0	0	0.0	5.073923853645834
2	275	200.23	1	0	2	0	1	0	0	1	0	0	0.0	5.381336938302475
5	625	663.14	1	1	2	1	1	1	0	1	1	0	0.0	6.620322655652067
4	425	383.9	0	1	2	0	0	1	0	1	0	0	0.0	6.053729166982043
8	275	212.27	0	1	3	1	1	1	0	1	0	0	0.0	5.441552849909455
7	275	208.25	0	1	2	1	1	1	0	1	0	0	0.0	5.421833745047689
10	50	64.55	1	0	2	1	1	0	0	1	0	0	0.0	4.2179586081319655
2	425	454.04	1	0	2	0	0	1	0	1	0	0	0.0	6.227478890895266
1	50	29.99	0	1	3	0	0	1	0	1	0	0	0.0	3.434456884946614
3	150	138.44	1	0	3	1	1	0	0	1	0	0	0.0	5.001251600809581
3	425	351.2	1	0	2	0	1	1	0	1	0	0	0.0	5.961616350516932
9	150	158.91	1	0	1	1	0	1	0	1	1	0	0.0	5.1431892044322165
1	425	478.49	0	1	2	0	1	1	0	1	0	0	0.0	6.281822125010101
11	150	138.08	1	0	3	0	1	0	0	1	0	0	0.0	4.998572677964682
7	50	38.9	0	1	2	1	0	1	0	1	0	0	0.0	3.6999422383538656
6	50	29.99	0	1	3	1	1	0	0	1	0	0	0.0	3.434456884946614
5	275	306.21	0	1	2	0	0	1	0	1	0	0	0.0	5.819871355416318
4	50	72.38	1	0	1	1	0	1	0	1	1	0	0.0	4.335274168358308
3	150	163.76	1	0	2	1	1	0	0	1	0	0	0.0	5.174148169192152
10	150	161.65	1	0	2	0	0	1	0	1	0	0	0.0	5.16079299241532
11	625	568.56	1	1	3	1	1	1	0	1	0	0	0.0	6.460635170338159
2	275	269.13	0	1	2	0	1	1	0	1	0	0	0.0	5.686509178088841
3	1000	1118.27	1	1	2	1	1	1	0	1	0	0	0.0	7.163658147694837
2	275	214.95	0	1	1	1	0	1	0	1	0	0	0.0	5.454493710751676
11	150	143.91	0	1	2	0	1	0	0	1	0	0	0.0	5.0411255920399505
6	275	263.84	0	1	1	1	0	1	0	1	1	0	0.0	5.666007204864238
5	50	29.99	0	1	2	1	0	1	0	1	0	0	0.0	3.434456884946614
3	275	244.64	1	0	2	0	1	0	0	1	0	0	0.0	5.587998544585327
12	50	49.5	0	1	2	1	1	0	0	1	0	0	0.0	3.9462373602629985
7	50	29.99	1	0	1	1	0	1	0	1	0	0	0.0	3.434456884946614
7	50	56.46	1	0	3	1	0	1	0	1	0	0	0.0	4.080844326464873
3	50	29.99	0	1	2	1	0	1	0	1	0	0	0.0	3.434456884946614
1	275	215.23	1	0	3	1	1	1	0	1	0	0	0.0	5.455836474115083
8	50	29.99	1	0	2	0	0	1	0	1	1	0	0.0	3.434456884946614
1	1000	1311.69	1	1	2	1	1	1	0	1	0	0	0.0	7.3298635602341
1	875	817.36	1	1	3	1	1	0	0	1	1	0	0.0	6.8375358251426155
10	275	246.4	1	0	3	0	1	0	0	1	0	0	0.0	5.5953983600291295
1	150	186.69	1	0	2	0	1	0	0	1	0	0	0.0	5.309159860058585
8	275	286.25	0	1	3	1	1	1	0	1	0	0	0.0	5.750215391945357
8	150	194.81	1	0	3	1	0	1	0	1	1	1	184.71	5.3530449638565
9	150	140.33	1	0	1	1	1	0	0	1	0	0	0.0	5.015203286602651
1	425	485.53	1	0	3	0	0	1	0	1	0	0	0.0	6.296958024993865
1	425	398.71	1	0	1	0	0	1	0	1	0	0	0.0	6.092908093804713
2	1000	2080.78	1	1	1	1	1	0	0	1	0	0	0.0	7.8114496467275885
10	275	209.02	0	1	1	0	1	1	0	1	0	0	0.0	5.425639924760132
1	275	305.09	1	1	2	0	1	0	0	1	1	0	0.0	5.81608399707775
10	150	138.11	0	1	3	0	1	0	0	1	0	0	0.0	4.998796186608544
5	625	746.6	1	0	2	1	1	1	0	1	1	0	0.0	6.743437277019083
1	1000	1486.31	1	1	2	1	1	0	0	1	1	0	0.0	7.460177470317119
6	50	54.41	0	1	3	1	1	0	0	1	0	0	0.0	4.042992895385571
6	50	56.14	0	1	2	1	0	1	0	1	0	0	0.0	4.075026711544076
1	275	335.08	0	1	3	0	1	0	0	1	0	0	0.0	5.9130198316606
3	50	82.25	1	0	2	0	1	0	0	1	0	0	0.0	4.466354144970857
7	50	46.51	1	0	1	1	0	1	0	1	0	0	0.0	3.882524557777672
5	275	207.31	1	0	3	0	1	0	0	1	0	0	0.0	5.417168227833447
3	50	29.99	1	0	2	0	1	0	0	1	0	0	0.0	3.434456884946614
2	150	198.17	0	1	3	0	1	0	0	1	0	0	0.0	5.370674636272325
8	275	287.06	0	1	3	0	1	0	0	1	1	1	29.99	5.753134883802704
11	50	59.11	1	0	2	1	0	1	0	1	0	0	0.0	4.127798446922717
2	875	836.65	1	1	2	1	1	0	0	1	0	0	0.0	6.861784087783341
7	275	221.71	0	1	1	1	0	1	0	1	0	0	0.0	5.486436053338668
6	50	29.99	1	0	3	1	1	0	0	1	0	0	0.0	3.434456884946614
5	275	320.43	1	1	2	0	0	1	0	1	0	0	0.0	5.8667947916393794
4	275	222.32	1	1	2	1	0	1	0	1	1	0	0.0	5.489270634002597
10	425	398.03	1	0	2	0	0	1	0	1	0	0	0.0	6.0911411256929275
11	50	87.52	0	1	2	0	1	0	0	1	0	0	0.0	4.530070268183679
9	50	29.99	0	1	2	0	1	0	0	1	0	0	0.0	3.434456884946614
10	150	175.21	0	1	3	0	0	1	0	1	0	0	0.0	5.243763104484546
2	625	725.51	1	0	2	1	1	1	0	1	0	0	0.0	6.713669885278631
10	425	363.14	0	1	1	0	0	1	0	1	0	0	0.0	5.996202495652043
12	625	640.99	1	1	3	1	0	1	0	1	0	0	0.0	6.585055893383764
3	275	257.56	1	1	2	0	0	1	0	1	0	0	0.0	5.64113106185529
2	425	370.87	0	1	3	0	1	1	0	1	0	0	0.0	6.017995856885252
8	275	235.47	1	0	2	0	1	0	0	1	0	0	0.0	5.5485666380281184
6	50	85.61	0	1	3	0	0	1	0	1	0	0	0.0	4.507429614919472
9	50	29.99	1	0	3	1	1	0	0	1	0	0	0.0	3.434456884946614
8	50	33.31	0	1	2	0	1	0	0	1	1	0	0.0	3.5415640001730475
12	150	130.84	0	1	2	0	0	1	0	1	1	1	29.99	4.943169627302112
2	50	64.51	1	0	3	1	1	0	0	1	0	0	0.0	4.217323653755939
5	275	231.98	1	0	2	1	1	1	0	1	0	0	0.0	5.533156798497452
2	425	472.16	0	1	2	0	1	1	0	1	0	0	0.0	6.268022464653857
10	50	29.99	1	0	3	0	0	1	0	1	0	0	0.0	3.434456884946614
4	50	29.99	1	0	2	0	0	1	0	1	0	0	0.0	3.434456884946614
5	275	212.1	0	1	2	0	0	1	0	1	0	0	0.0	5.440726504164811
3	50	78.12	0	1	1	1	0	1	0	1	0	0	0.0	4.413516835357119
9	150	110.91	0	1	2	0	0	1	0	1	0	0	0.0	4.773280222662476
7	50	29.99	1	0	3	0	1	0	0	1	0	0	0.0	3.434456884946614
8	50	72.08	1	0	2	1	0	1	0	1	0	0	0.0	4.331016900602632
3	150	121.46	1	0	3	1	1	0	0	1	0	0	0.0	4.866673695108535
5	50	29.99	1	0	2	0	1	0	0	1	1	0	0.0	3.434456884946614
9	50	29.99	0	1	2	0	1	0	0	1	0	0	0.0	3.434456884946614
7	425	370.47	1	1	1	1	1	0	0	1	0	0	0.0	6.016879255179457
10	150	115.28	0	1	2	0	0	1	0	1	0	0	0.0	4.8129940811083785
11	50	29.99	1	0	3	1	1	0	0	1	0	0	0.0	3.434456884946614
2	425	496.71	0	1	2	0	1	1	0	1	0	0	0.0	6.320552139848238
11	150	104.47	1	0	2	0	0	1	0	1	0	0	0.0	4.711823897958953
1	150	157.0	1	0	2	0	0	1	0	1	0	0	0.0	5.130738525684009
3	50	29.99	0	1	2	0	0	1	0	1	0	0	0.0	3.434456884946614
8	50	78.04	1	0	2	1	0	1	0	1	0	0	0.0	4.412466151365372
11	50	64.06	0	1	2	1	0	1	0	1	0	0	0.0	4.21015332166278
1	50	30.08	1	0	2	0	0	1	0	1	0	0	0.0	3.437512809458594
6	50	44.67	0	1	2	0	0	1	0	1	0	0	0.0	3.8412597275616798
10	50	43.31	0	1	3	1	1	0	0	1	0	0	0.0	3.8096585635146067
1	425	473.74	1	0	2	0	0	1	0	1	0	0	0.0	6.271484079018241
10	625	558.8	0	1	2	1	0	1	0	1	0	0	0.0	6.442675257363973
9	50	61.56	1	0	3	0	1	0	0	1	0	0	0.0	4.169382962689994
1	425	399.54	1	0	3	0	1	0	0	1	1	0	0.0	6.095060778295141
10	275	220.97	0	1	2	1	0	1	0	1	0	0	0.0	5.482986954692914
9	150	165.97	1	0	3	0	1	0	0	1	0	0	0.0	5.187954089391876
8	50	29.99	0	1	2	1	1	0	0	1	0	0	0.0	3.434456884946614
1	625	535.92	0	1	3	1	1	1	0	1	1	0	0.0	6.399319347077547
4	50	64.62	0	1	2	0	0	1	0	1	0	0	0.0	4.21906883755868
7	150	147.85	0	1	2	1	1	0	0	1	0	0	0.0	5.068923692221601
